
2025-05-10 08:56:37
涨停股统计信息：
建议仓位	涨停数(今/昨)	封板率(今/昨)	涨幅(今/昨)	跌停数(今/昨)
78	58/104	52.25%/74.82%	0.79%/1.33%	8/9

2025-05-10 08:56:37
强势板块信息：
板一/板数/高度	板二/板数/高度	板三/板数/高度	板四/板数/高度	板五/板数/高度
央国企改革/10/4天4板	军工/9/3天3板	西部大开发/5/3天3板	电商概念/4/4天4板	医疗器械概念/4/3天3板

2025-05-10 08:56:39
龙头股信息：
代码	名称	板块	高度	标签	警告
002809	红墙股份	 雄安新区	14天8板	14天8板,雄安新区,化学制品	7/7/20250507
600824	 益民集团	 -3.08%	100%	  0%	  7%	  0%	 38%	 45%	首发经济,商业百货           
603112	 华翔股份	 -2.82%	 68%	 32%	 82%	  0%	102%	184%	昨日首板,3D打印,新能源车      
600691	 阳煤化工	  -2.7%	100%	  0%	 12%	  0%	 41%	 53%	化肥行业,燃料电池           
603757	 大元泵业	 -2.48%	 75%	 25%	  0%	  0%	 52%	 52%	通用设备,液冷概念           
600611	 大众交通	 -2.46%	100%	  0%	 10%	  0%	 36%	 47%	数据中心,百度概念           
300255	 常山药业	  -2.4%	100%	  0%	 29%	  0%	 30%	 60%	创新药人气龙头,化学制药,雄安新区   
000422	 湖北宜化	 -2.33%	100%	  0%	  0%	  0%	 46%	 46%	湖北自贸成长龙头,降解塑料,光刻机(胶)
001236	 弘业期货	 -2.19%	100%	  0%	  0%	  0%	 51%	 51%	央国企改革,多元金融          
000859	 国风新材	 -2.16%	 85%	 15%	 63%	  0%	 34%	 97%	塑料制品,光刻机(胶)         
000863	 三湘印象	 -2.02%	100%	  0%	  0%	  0%	 48%	 48%	租售同权,虚拟现实           
600262	 北方股份	 -1.75%	100%	  0%	 10%	  0%	 46%	 56%	专用设备,无人驾驶           
603809	 豪能股份	 -1.72%	100%	  0%	237%	  7%	368%	612%	昨日首板,减速器,机器人概念      
002975	 博杰股份	 -1.64%	100%	  0%	  0%	  0%	 50%	 50%	无线耳机,新型工业化          
002682	 龙洲股份	  -1.1%	100%	  0%	  0%	  0%	 52%	 52%	人工智能,机器人概念          
001322	 箭牌家居	 -0.93%	100%	  0%	  0%	  0%	 52%	 52%	装修建材,节能环保           
002826	 易明医药	 -0.79%	100%	  0%	  0%	  0%	 48%	 48%	中药人气龙头,中药,中药概念      
600668	 尖峰集团	 -0.72%	 34%	 66%	 50%	  0%	 54%	104%	昨日首板,中药概念,节能环保      
002354	 天娱数科	 -0.71%	100%	  0%	 15%	  0%	 51%	 67%	独角兽人气龙头,跨境电商,互联金融   
002583	 海能达：	 -0.47%	 34%	 66%	105%	 14%	 97%	216%	昨日首板,6G概念,电商概念      
600844	 丹化科技	 -0.31%	 97%	  3%	  7%	  1%	 60%	 68%	煤化工,西部大开发           
002560	 通达股份	  0.54%	  0%	100%	271%	  0%	 30%	301%	昨日首板,小金属概念,医疗器械概念   
603955	 大千生态	  0.58%	  0%	100%	 70%	  0%	 38%	108%	昨日首板,工程建设,新型城镇化     
000965	 天保基建	  1.48%	 28%	 72%	 37%	  0%	 52%	 89%	滨海新区人气龙头,滨海新区,参股券商  
002819	 东方中科	  1.56%	  0%	100%	 83%	  7%	 34%	124%	昨日首板,仪器仪表,央国企改革     
600990	 四创电子	  1.67%	  0%	100%	 65%	  4%	118%	187%	昨日首板,央国企改革,通信设备     
002158	 汉钟精机	  1.73%	  0%	100%	173%	  0%	 98%	271%	昨日首板,空气能热泵,节能环保     
002915	 中欣氟材	  1.86%	  3%	 97%	 19%	  4%	 86%	109%	11天6板,固态电池,钠离子电池    
603083	 剑桥科技	  2.42%	  0%	100%	  7%	  0%	120%	127%	昨日首板,F5G概念,智能家居     
002286	 保龄宝：	  3.26%	  0%	100%	 22%	 45%	 28%	 94%	代糖概念人气龙头,代糖概念,食品饮料  
605060	 联德股份	  3.99%	  0%	100%	407%	  0%	186%	593%	昨日首板,风能,通用设备        
002691	 冀凯股份	   4.2%	  0%	100%	 81%	393%	157%	630%	昨日首板,专用设备,3D打印      
300507	 苏奥传感	  4.41%	 41%	 59%	  0%	 15%	 64%	 78%	胎压监测人气龙头,胎压监测,汽车热管理 
000678	 襄阳轴承	  4.65%	  0%	100%	  6%	 35%	 50%	 91%	湖北自贸人气龙头,湖北自贸,军工    

2025-05-10 08:57:17
热门板块信息(人气350、飙升100、大涨超9%)：
类型	涨幅/股票数	板块(股票数)
人气	1.21%/339	央国企改革(24),固态电池(17),电力行业(15),机构推荐(12),纺织服装(11)
飙升	 -1.0%/88	         机构推荐(7),医疗器械(5),创投(5),中药(5),央国企改革(4)
大涨	10.54%/46	      纺织服装(6),固态电池(5),小金属(3),西部大开发(3),绿色电力(3)

(今日与昨日量比)上证：0% 深证：0% 创业板：0% 沪深300：0% 中证1000：0% 银行板块：0%：

2025-05-10 08:58:20
人气个股信息1(排名350内+最近人气飙升超1000+最近涨幅<15%)：
代码	名称	涨幅	十日环比	人气排名	人气排名1日变动	人气排名3日变动	人气排名5日变动	九转	最近涨停	最近跌幅	标签	股本
000657	中钨高新	 3.08%	 1.76%	 55	 47	1424	1605	-2.0	F	 4.08%	海南板块成长龙头,小金属概念,央国企改革	17+55           
600760	中航沈飞	 -5.1%	 2.57%	 77	 13	 842	 903	-2.0	F	 7.83%	机构推荐,大飞机,航天航空       	1232-814/183+235
603038	华立股份	 6.11%	 5.05%	 85	  3	 879	1621	-4.0	F	 5.12%	装修装饰,并购重组概念         	0+24            
002389	航天彩虹	-1.53%	 2.11%	 92	 92	1149	1321	 4.0	F	 9.38%	MiniLED,航天航空        	197-71/15+111   
600562	国睿科技	-4.53%	 4.39%	108	 87	1184	 954	-2.0	F	10.75%	军民融合,华为概念           	28+66           
600184	光电股份	 2.46%	 7.81%	115	 -6	1016	 235	-1.0	F	 2.71%	湖北自贸人气龙头,湖北自贸,氟化工   	4+28            
300031	宝通科技	  3.8%	 8.97%	119	  2	 490	1093	 5.0	F	 14.4%	游戏人气龙头,创投,长江三角      	10+97           
600549	厦门钨业	 2.16%	-0.74%	125	 71	 565	 916	 8.0	F	 2.76%	动力电池回收业绩龙头,固态电池,小金属概	29+135          
600363	联创光电	-1.48%	 2.21%	134	320	 591	 779	-1.0	F	  5.0%	全息技术业绩龙头,虚拟现实,超导概念  	237-49/7+181    
600630	龙头股份	 4.93%	  1.1%	139	 -2	1369	1378	-4.0	F	 5.74%	沪企改革人气龙头,纺织服装,婴童概念  	1+26            
301050	雷电微力	-1.41%	-5.79%	140	  7	1730	1982	-1.0	F	 9.04%	6G概念人气龙头,国产芯片,半导体   	9+76            
300473	德尔股份	 5.98%	 6.33%	154	 16	1633	 784	 4.0	F	 2.52%	噪声防治人气龙头,噪声防治,固态电池  	0-0/0+0         
300740	水羊股份	 7.34%	 5.08%	159	-13	1224	-630	-2.0	F	-0.79%	毛发医疗人气龙头,美容护理,化妆品概念 	5+23            
601106	中国一重	-1.12%	 1.15%	166	488	1611	1301	 0.0	F	 1.52%	核能核电,军民融合           	3+74            
600724	宁波富达	-1.92%	-0.65%	167	136	2863	1336	 0.0	F	 2.41%	长江三角,房地产开发          	1+16            
603344	星德胜：	 6.41%	  3.7%	168	 -7	 852	1097	 2.0	F	 5.43%	锂电池,机器人概念           	0+14            
300530	领湃科技	 7.15%	 1.53%	173	-30	1123	1048	 3.0	F	 3.42%	钠离子电池人气龙头,固态电池,钠离子电池	41-26/2+13      
603677	奇精机械	 5.07%	-2.75%	177	-46	1129	 135	 6.0	F	 2.41%	家电行业,央国企改革          	0+20            
002413	雷科防务	 -0.2%	 2.79%	188	-24	1222	1080	 4.0	F	 5.81%	毫米波概念,卫星互联网         	5+56            
000955	欣龙控股	 5.62%	 2.63%	190	 52	2973	1637	 7.0	F	 4.06%	中药概念人气龙头,纺织服装,中药概念  	1+18            
002917	金奥博：	 1.55%	  3.3%	192	-12	 950	 593	 3.0	F	 5.61%	民爆概念人气龙头,一带一路,化学制品  	42-11/6+25      
002838	道恩股份	 5.65%	 0.89%	194	 13	1516	 563	 3.0	F	 2.88%	新材料,5G概念            	57-31/2+24      
002956	西麦食品	 6.84%	 4.96%	201	 27	 815	 508	 3.0	F	 7.12%	食品饮料,西部大开发          	4+22            
300696	爱乐达：	-8.16%	 3.94%	204	 -4	1141	1320	-2.0	F	20.79%	成渝特区人气龙头,大飞机,航天航空   	0+0             
603906	龙蟠科技	-0.97%	 3.63%	205	194	1303	 738	 3.0	F	 4.21%	固态电池,节能环保           	70-26/4+40      
300123	亚光科技	  1.7%	 6.65%	206	-23	1998	2536	-1.0	F	 8.45%	6G概念人气龙头,6G概念,卫星互联网 	5+50            
002948	青岛银行	  3.4%	 3.42%	208	-72	2132	 909	 3.0	F	-1.08%	银行人气龙头,银行,一带一路      	48+66           
300263	隆华科技	 5.31%	 1.17%	212	 21	2618	2516	 7.0	F	 2.34%	核污染防治,节能环保          	1+51            
601368	绿城水务	 6.26%	-2.47%	214	 13	3127	1587	-1.0	F	-1.24%	公用事业,节能环保           	2+17            
001319	铭科精技	 3.84%	 5.77%	216	 16	 819	-238	 3.0	F	  3.8%	一带一路,中俄贸易概念         	4+13            
002666	德联集团	 4.91%	 0.66%	217	-15	2319	1400	-3.0	F	 4.03%	尾气治理,创投             	0+20            
300185	通裕重工	 3.37%	 7.79%	229	133	 103	1089	 1.0	F	10.79%	核污染防治,超超临界发电        	3+75            
003000	劲仔食品	 5.93%	-4.59%	235	-13	1302	 709	 8.0	F	 -2.2%	食品饮料,社区团购           	7+25            
300957	贝泰妮：	 5.28%	 0.82%	238	-22	1618	1055	-3.0	F	 0.56%	小红书概念成长龙头,美容护理,化妆品概念	15+55           
603189	网达软件	-9.19%	 9.02%	244	-39	 734	 833	-9.0	F	 4.94%	多模态AI,Sora概念        	3+28            
603001	奥康国际	 6.69%	 0.91%	246	124	2967	1526	 3.0	F	 3.31%	纺织服装,C2M概念          	0+10            
300386	飞天诚信	 3.86%	-2.29%	248	 -3	 664	 783	 2.0	F	 3.91%	知识产权人气龙头,创投,知识产权    	45-10/0+35      

2025-05-10 08:58:20
人气个股信息2：
代码	名称	涨幅	十日环比	人气排名	人气排名1日变动	人气排名3日变动	人气排名5日变动	九转	最近涨停	最近跌幅	标签	股本
302132	中航成飞	-3.99%	 6.23%	  3	 -2	 767	 615	-2.0	T1	13.03%	昨日首板,DeepSeek概念,人形机器	372-186/31+155
600855	航天长峰	 6.85%	 5.85%	 22	-11	2175	2813	-1.0	T2	13.55%	3天2板,央国企改革,医疗器械概念   	4+30          
300581	晨曦航空	 7.58%	  8.9%	 47	-17	2193	2484	 7.0	T2	23.39%	3天2板,西部大开发,军工       	0+0           
002963	豪尔赛：	-9.99%	 7.85%	 59	 56	3076	3808	-8.0	T2	13.37%	国产芯片,智慧灯杆           	0+8           
002490	山东墨龙	-7.59%	 7.13%	 62	 -7	 143	1004	-2.0	T3	17.98%	4天3板,页岩气,油气设服       	0+20          
000856	冀东装备	 6.15%	 3.44%	 66	  0	1855	 786	 3.0	T1	 3.92%	昨日首板,央国企改革,京津冀      	29-9/0+20     
300095	华伍股份	  0.1%	 9.66%	 88	-24	3138	4045	-3.0	T2	23.97%	3天2板,风能,军工          	3+23          
000677	恒天海龙	 5.12%	 0.44%	 91	 -8	 580	1713	 5.0	T2	20.33%	4天2板,化纤行业,低空经济      	0+24          
002560	通达股份	 0.54%	 3.02%	 98	 -4	1249	1726	-2.0	T1	 6.34%	昨日首板,小金属概念,医疗器械概念   	0+0           
002819	东方中科	 1.56%	11.74%	102	 -4	 935	1153	-4.0	T1	  5.5%	昨日首板,仪器仪表,央国企改革     	1+-1          
002691	冀凯股份	  4.2%	 5.99%	120	-10	2279	 740	 2.0	T1	 4.46%	昨日首板,专用设备,3D打印      	1+10          
002158	汉钟精机	 1.73%	-2.81%	129	 42	2750	1788	-2.0	T1	 4.53%	昨日首板,空气能热泵,节能环保     	4+36          
002106	莱宝高科	 2.99%	 8.09%	130	 39	  -9	 831	-4.0	T1	16.05%	电子纸概念人气龙头,电子纸概念,石墨烯 	2+54          
603083	剑桥科技	 2.42%	 3.34%	131	-11	1221	 484	-4.0	T1	 2.43%	昨日首板,F5G概念,智能家居     	7+84          
601908	京运通：	 4.58%	 9.13%	141	 -2	 774	2685	-1.0	T2	21.01%	4天2板,绿色电力,节能环保      	1+33          
600990	四创电子	 1.67%	 2.76%	165	-39	2501	3240	-1.0	T1	 8.49%	昨日首板,央国企改革,通信设备     	4+30          
002593	日上集团	-6.55%	 2.56%	186	  2	1419	1171	 1.0	T1	 2.97%	昨日首板,物联网,华为概念       	0+26          
600693	东百集团	-6.29%	 1.89%	187	-31	 693	 605	-2.0	T1	 0.46%	昨日首板,免税概念,商业百货      	54-33/3+18    
000811	冰轮环境	-4.12%	-1.19%	195	 59	2743	1410	 3.0	T1	-0.34%	昨日首板,液冷概念,熔盐储能      	14+47         
300091	金通灵：	-4.93%	 5.58%	199	 -6	1716	1790	-7.0	T1	 4.98%	昨日首板,军民融合,发电机概念     	3+21          
600392	盛和资源	 -1.9%	 9.77%	203	138	-138	 756	-3.0	T1	11.81%	稀土永磁,苹果概念           	24+134        
605198	安德利：	 7.96%	 10.8%	207	 12	 702	3004	-2.0	T1	20.83%	食品饮料人气龙头,食品饮料,节能环保  	0+9           
605060	联德股份	 3.99%	 2.62%	222	 21	4224	1682	 0.0	T1	 2.36%	昨日首板,风能,通用设备        	0+0           
001896	豫能控股	 1.92%	 6.68%	224	-21	 251	 872	-3.0	T1	 2.93%	超超临界发电人气龙头,电力行业,绿色电力	1+27          
600679	上海凤凰	-5.17%	 -1.8%	242	 -5	1080	 570	-3.0	T1	 2.02%	昨日首板,共享经济,交运设备      	78-28/4+46    

2025-05-10 08:58:20
人气个股信息3（人气个股信息1排名350内+最近人气飙升超1000+最近涨停+最近跌幅超5%)：
代码	名称	涨幅	十日环比	人气排名	人气排名1日变动	人气排名3日变动	人气排名5日变动	九转	最近涨停	最近跌幅	标签	股本
002640	跨境通：	-5.61%	 -3.19%	 71	  1	134	131	-2.0	T1	-5.37%	昨日首板,无线耳机,拼多多概念   	1+54
002124	天邦食品	-8.36%	 -4.09%	126	  2	439	169	-5.0	T1	-6.05%	昨日首板,长江三角,抖音小店    	5+52
000965	天保基建	 1.48%	-21.04%	179	-25	 36	 39	-1.0	T1	-6.18%	滨海新区人气龙头,滨海新区,参股券商	0+18

2025-05-10 08:58:20
人气个股信息4(排名350内+最近涨停+最近涨幅<20%)：
代码	名称	涨幅	十日环比	人气排名	人气排名1日变动	人气排名3日变动	人气排名5日变动	九转	最近涨停	最近跌幅	标签	股本
605198	安德利：	  7.96%	  10.8	207	 12	 702	3004	-2.0	T1	20.83%	食品饮料人气龙头,食品饮料,节能环保  	0+9           
300581	晨曦航空	  7.58%	   8.9	 47	-17	2193	2484	 7.0	T2	23.39%	3天2板,西部大开发,军工       	0+0           
002553	南方精工	  6.93%	 11.12	  5	 -1	  -9	 -38	 4.0	T1	  7.8%	特斯拉人气龙头,固态电池,新能源车   	42-5/4+33     
600855	航天长峰	  6.85%	  5.85	 22	-11	2175	2813	-1.0	T2	13.55%	3天2板,央国企改革,医疗器械概念   	4+30          
000856	冀东装备	  6.15%	  3.44	 66	  0	1855	 786	 3.0	T1	 3.92%	昨日首板,央国企改革,京津冀      	29-9/0+20     
000677	恒天海龙	  5.12%	  0.44	 91	 -8	 580	1713	 5.0	T2	20.33%	4天2板,化纤行业,低空经济      	0+24          
000678	襄阳轴承	  4.65%	  7.23	 43	-15	  65	  16	 3.0	T1	 14.4%	湖北自贸人气龙头,湖北自贸,军工    	38-18/1+19    
601908	京运通：	  4.58%	  9.13	141	 -2	 774	2685	-1.0	T2	21.01%	4天2板,绿色电力,节能环保      	1+33          
002691	冀凯股份	   4.2%	  5.99	120	-10	2279	 740	 2.0	T1	 4.46%	昨日首板,专用设备,3D打印      	1+10          
605060	联德股份	  3.99%	  2.62	222	 21	4224	1682	 0.0	T1	 2.36%	昨日首板,风能,通用设备        	0+0           
603883	老百姓：	  3.81%	  5.78	193	-34	 -74	-314	 7.0	T1	-4.07%	机构推荐,医药商业,中药概念      	11+56         
000062	深圳华强	  3.35%	 12.85	 60	-14	  29	 172	 8.0	T1	 12.8%	互联金融人气龙头,电商概念,创投    	8+75          
002106	莱宝高科	  2.99%	  8.09	130	 39	  -9	 831	-4.0	T1	16.05%	电子纸概念人气龙头,电子纸概念,石墨烯 	2+54          
002861	瀛通通讯	  2.75%	 14.48	227	-74	 -83	-340	 8.0	T1	-2.34%	富士康人气龙头,无线充电,富士康    	18-5/0+13     
603083	剑桥科技	  2.42%	  3.34	131	-11	1221	 484	-4.0	T1	 2.43%	昨日首板,F5G概念,智能家居     	7+84          
002965	祥鑫科技	  2.29%	 16.03	137	 31	 -73	-247	 3.0	T1	 4.73%	飞行汽车(eVTOL)人气龙头,固态电池	67-9/5+53     
001896	豫能控股	  1.92%	  6.68	224	-21	 251	 872	-3.0	T1	 2.93%	超超临界发电人气龙头,电力行业,绿色电力	1+27          
000158	常山北明	   1.8%	  18.3	 14	 -6	 -20	 -13	-1.0	T2	11.48%	综合行业人气龙头,综合行业,央国企改革 	444-160/7+277 
002158	汉钟精机	  1.73%	 -2.81	129	 42	2750	1788	-2.0	T1	 4.53%	昨日首板,空气能热泵,节能环保     	4+36          
600990	四创电子	  1.67%	  2.76	165	-39	2501	3240	-1.0	T1	 8.49%	昨日首板,央国企改革,通信设备     	4+30          
002819	东方中科	  1.56%	 11.74	102	 -4	 935	1153	-4.0	T1	  5.5%	昨日首板,仪器仪表,央国企改革     	1+-1          
000965	天保基建	  1.48%	-21.04	179	-25	  36	  39	-1.0	T1	-6.18%	滨海新区人气龙头,滨海新区,参股券商  	0+18          
603955	大千生态	  0.58%	 19.52	240	-19	  51	-153	-4.0	T2	  7.1%	昨日首板,工程建设,新型城镇化     	1+15          
002560	通达股份	  0.54%	  3.02	 98	 -4	1249	1726	-2.0	T1	 6.34%	昨日首板,小金属概念,医疗器械概念   	0+0           
002422	科伦药业	  0.35%	  3.07	223	241	 -72	-537	-2.0	T1	-4.31%	大股东增持,超级真菌,创新药      	115+266       
300095	华伍股份	   0.1%	  9.66	 88	-24	3138	4045	-3.0	T2	23.97%	3天2板,风能,军工          	3+23          
002195	岩山科技	 -0.34%	  7.12	 56	-11	 -22	  24	 2.0	T1	14.37%	AI制药（医疗）人气龙头,创投,长江三角	278-27/20+231 
002583	海能达：	 -0.47%	 -4.41	 15	 -9	 205	 148	 4.0	T1	 4.47%	昨日首板,6G概念,电商概念      	182-25/14+143 
002354	天娱数科	 -0.71%	 19.65	 74	-18	  16	  12	-2.0	T1	 9.88%	独角兽人气龙头,跨境电商,互联金融   	128-0/10+118  
600668	尖峰集团	 -0.72%	  3.83	228	 34	 482	-207	-4.0	T1	 2.35%	昨日首板,中药概念,节能环保      	2+32          
